0	2	0	6.93659e-310	0
0.0872388	1.9981	0	6.93659e-310	0
0.174311	1.99239	0	6.93659e-310	0
0.261052	1.98289	0	6.93659e-310	0
0.347296	1.96962	0	6.93659e-310	0
0.432879	1.95259	0	6.93659e-310	0
0.517638	1.93185	0	6.93659e-310	0
0.601412	1.90743	0	6.93659e-310	0
0.68404	1.87939	0	6.93659e-310	0
0.765367	1.84776	0	6.93659e-310	0
0.845237	1.81262	0	6.93659e-310	0
0.923497	1.77402	0	6.93659e-310	0
1	1.73205	0	6.93659e-310	0
1.0746	1.68678	0	6.93659e-310	0
1.14715	1.6383	0	6.93659e-310	0
1.21752	1.58671	0	6.93659e-310	0
1.28558	1.53209	0	6.93659e-310	0
1.35118	1.47455	0	6.93659e-310	0
1.41421	1.41421	0	6.93659e-310	0
1.47455	1.35118	0	6.93659e-310	0
1.53209	1.28558	0	6.93659e-310	0
1.58671	1.21752	0	6.93659e-310	0
1.6383	1.14715	0	6.93659e-310	0
1.68678	1.0746	0	6.93659e-310	0
1.73205	1	0	6.93659e-310	0
1.77402	0.923497	0	6.93659e-310	0
1.81262	0.845237	0	6.93659e-310	0
1.84776	0.765367	0	6.93659e-310	0
1.87939	0.68404	0	6.93659e-310	0
1.90743	0.601412	0	6.93659e-310	0
1.93185	0.517638	0	6.93659e-310	0
1.95259	0.432879	0	6.93659e-310	0
1.96962	0.347296	0	6.93659e-310	0
1.98289	0.261052	0	6.93659e-310	0
1.99239	0.174311	0	6.93659e-310	0
1.9981	0.0872388	0	6.93659e-310	0
2	1.22465e-16	0	6.93659e-310	0

0	2.19278	0	6.93659e-310	0
0.0956479	2.1907	0	6.93659e-310	0
0.191114	2.18444	0	6.93659e-310	0
0.286216	2.17402	0	6.93659e-310	0
0.380773	2.15947	0	6.93659e-310	0
0.474605	2.14081	0	6.93659e-310	0
0.567534	2.11807	0	6.93659e-310	0
0.659383	2.09129	0	6.93659e-310	0
0.749976	2.06054	0	6.93659e-310	0
0.839142	2.02587	0	6.93659e-310	0
0.92671	1.98734	0	6.93659e-310	0
1.01251	1.94502	0	6.93659e-310	0
1.09639	1.89901	0	6.93659e-310	0
1.17818	1.84937	0	6.93659e-310	0
1.25773	1.79622	0	6.93659e-310	0
1.33488	1.73965	0	6.93659e-310	0
1.40949	1.67977	0	6.93659e-310	0
1.48142	1.61669	0	6.93659e-310	0
1.55053	1.55053	0	6.93659e-310	0
1.61669	1.48142	0	6.93659e-310	0
1.67977	1.40949	0	6.93659e-310	0
1.73965	1.33488	0	6.93659e-310	0
1.79622	1.25773	0	6.93659e-310	0
1.84937	1.17818	0	6.93659e-310	0
1.89901	1.09639	0	6.93659e-310	0
1.94502	1.01251	0	6.93659e-310	0
1.98734	0.92671	0	6.93659e-310	0
2.02587	0.839142	0	6.93659e-310	0
2.06054	0.749976	0	6.93659e-310	0
2.09129	0.659383	0	6.93659e-310	0
2.11807	0.567534	0	6.93659e-310	0
2.14081	0.474605	0	6.93659e-310	0
2.15947	0.380773	0	6.93659e-310	0
2.17402	0.286216	0	6.93659e-310	0
2.18444	0.191114	0	6.93659e-310	0
2.1907	0.0956479	0	6.93659e-310	0
2.19278	1.34269e-16	0	6.93659e-310	0

0	2.40415	0	6.93659e-310	0
0.104867	2.40186	0	6.93659e-310	0
0.209535	2.395	0	6.93659e-310	0
0.313804	2.38358	0	6.93659e-310	0
0.417476	2.36762	0	6.93659e-310	0
0.520353	2.34716	0	6.93659e-310	0
0.622239	2.32223	0	6.93659e-310	0
0.722941	2.29288	0	6.93659e-310	0
0.822267	2.25916	0	6.93659e-310	0
0.920028	2.22114	0	6.93659e-310	0
1.01604	2.1789	0	6.93659e-310	0
1.11011	2.13251	0	6.93659e-310	0
1.20207	2.08205	0	6.93659e-310	0
1.29175	2.02764	0	6.93659e-310	0
1.37896	1.96936	0	6.93659e-310	0
1.46355	1.90734	0	6.93659e-310	0
1.54536	1.84168	0	6.93659e-310	0
1.62422	1.77252	0	6.93659e-310	0
1.69999	1.69999	0	6.93659e-310	0
1.77252	1.62422	0	6.93659e-310	0
1.84168	1.54536	0	6.93659e-310	0
1.90734	1.46355	0	6.93659e-310	0
1.96936	1.37896	0	6.93659e-310	0
2.02764	1.29175	0	6.93659e-310	0
2.08205	1.20207	0	6.93659e-310	0
2.13251	1.11011	0	6.93659e-310	0
2.1789	1.01604	0	6.93659e-310	0
2.22114	0.920028	0	6.93659e-310	0
2.25916	0.822267	0	6.93659e-310	0
2.29288	0.722941	0	6.93659e-310	0
2.32223	0.622239	0	6.93659e-310	0
2.34716	0.520353	0	6.93659e-310	0
2.36762	0.417476	0	6.93659e-310	0
2.38358	0.313804	0	6.93659e-310	0
2.395	0.209535	0	6.93659e-310	0
2.40186	0.104867	0	6.93659e-310	0
2.40415	1.47212e-16	0	6.93659e-310	0

0	2.63589	0	6.93659e-310	0
0.114976	2.63338	0	6.93659e-310	0
0.229733	2.62586	0	6.93659e-310	0
0.344052	2.61334	0	6.93659e-310	0
0.457717	2.59584	0	6.93659e-310	0
0.570511	2.57341	0	6.93659e-310	0
0.682218	2.54607	0	6.93659e-310	0
0.792627	2.51389	0	6.93659e-310	0
0.901527	2.47692	0	6.93659e-310	0
1.00871	2.43524	0	6.93659e-310	0
1.11397	2.38893	0	6.93659e-310	0
1.21712	2.33806	0	6.93659e-310	0
1.31794	2.28275	0	6.93659e-310	0
1.41626	2.22309	0	6.93659e-310	0
1.51188	2.15919	0	6.93659e-310	0
1.60463	2.09119	0	6.93659e-310	0
1.69432	2.01921	0	6.93659e-310	0
1.78078	1.94338	0	6.93659e-310	0
1.86385	1.86385	0	6.93659e-310	0
1.94338	1.78078	0	6.93659e-310	0
2.01921	1.69432	0	6.93659e-310	0
2.09119	1.60463	0	6.93659e-310	0
2.15919	1.51188	0	6.93659e-310	0
2.22309	1.41626	0	6.93659e-310	0
2.28275	1.31794	0	6.93659e-310	0
2.33806	1.21712	0	6.93659e-310	0
2.38893	1.11397	0	6.93659e-310	0
2.43524	1.00871	0	6.93659e-310	0
2.47692	0.901527	0	6.93659e-310	0
2.51389	0.792627	0	6.93659e-310	0
2.54607	0.682218	0	6.93659e-310	0
2.57341	0.570511	0	6.93659e-310	0
2.59584	0.457717	0	6.93659e-310	0
2.61334	0.344052	0	6.93659e-310	0
2.62586	0.229733	0	6.93659e-310	0
2.63338	0.114976	0	6.93659e-310	0
2.63589	1.61402e-16	0	6.93659e-310	0

0	2.88997	0	6.93659e-310	0
0.126059	2.88721	0	6.93659e-310	0
0.251877	2.87897	0	6.93659e-310	0
0.377216	2.86524	0	6.93659e-310	0
0.501837	2.84606	0	6.93659e-310	0
0.625503	2.82146	0	6.93659e-310	0
0.747978	2.79149	0	6.93659e-310	0
0.869029	2.75621	0	6.93659e-310	0
0.988426	2.71568	0	6.93659e-310	0
1.10594	2.66998	0	6.93659e-310	0
1.22135	2.6192	0	6.93659e-310	0
1.33444	2.56343	0	6.93659e-310	0
1.44498	2.50278	0	6.93659e-310	0
1.55278	2.43737	0	6.93659e-310	0
1.65762	2.36732	0	6.93659e-310	0
1.7593	2.29276	0	6.93659e-310	0
1.85763	2.21384	0	6.93659e-310	0
1.95243	2.13071	0	6.93659e-310	0
2.04351	2.04351	0	6.93659e-310	0
2.13071	1.95243	0	6.93659e-310	0
2.21384	1.85763	0	6.93659e-310	0
2.29276	1.7593	0	6.93659e-310	0
2.36732	1.65762	0	6.93659e-310	0
2.43737	1.55278	0	6.93659e-310	0
2.50278	1.44498	0	6.93659e-310	0
2.56343	1.33444	0	6.93659e-310	0
2.6192	1.22135	0	6.93659e-310	0
2.66998	1.10594	0	6.93659e-310	0
2.71568	0.988426	0	6.93659e-310	0
2.75621	0.869029	0	6.93659e-310	0
2.79149	0.747978	0	6.93659e-310	0
2.82146	0.625503	0	6.93659e-310	0
2.84606	0.501837	0	6.93659e-310	0
2.86524	0.377216	0	6.93659e-310	0
2.87897	0.251877	0	6.93659e-310	0
2.88721	0.126059	0	6.93659e-310	0
2.88997	1.76959e-16	0	6.93659e-310	0

0	3.16853	0	6.93659e-310	0
0.138209	3.16552	0	6.93659e-310	0
0.276156	3.15648	0	6.93659e-310	0
0.413577	3.14143	0	6.93659e-310	0
0.55021	3.1204	0	6.93659e-310	0
0.685796	3.09343	0	6.93659e-310	0
0.820077	3.06057	0	6.93659e-310	0
0.952796	3.02188	0	6.93659e-310	0
1.0837	2.97745	0	6.93659e-310	0
1.21255	2.92734	0	6.93659e-310	0
1.33908	2.87167	0	6.93659e-310	0
1.46307	2.81052	0	6.93659e-310	0
