0	2	0	6.95322e-310	0	2	0
0.196034	1.99037	0	6.95322e-310	0	2	0.0981748
0.390181	1.96157	0	6.95322e-310	0	2	0.19635
0.580569	1.91388	0	6.95322e-310	0	2	0.294524
0.765367	1.84776	0	6.95322e-310	0	2	0.392699
0.942793	1.76384	0	6.95322e-310	0	2	0.490874
1.11114	1.66294	0	6.95322e-310	0	2	0.589049
1.26879	1.54602	0	6.95322e-310	0	2	0.687223
1.41421	1.41421	0	6.95322e-310	0	2	0.785398
1.54602	1.26879	0	6.95322e-310	0	2	0.883573
1.66294	1.11114	0	6.95322e-310	0	2	0.981748
1.76384	0.942793	0	6.95322e-310	0	2	1.07992
1.84776	0.765367	0	6.95322e-310	0	2	1.1781
1.91388	0.580569	0	6.95322e-310	0	2	1.27627
1.96157	0.390181	0	6.95322e-310	0	2	1.37445
1.99037	0.196034	0	6.95322e-310	0	2	1.47262
2	1.22465e-16	0	6.95322e-310	0	2	1.5708

0	2.40415	0	6.95322e-310	0	2.40415	0
0.235648	2.39257	0	6.95322e-310	0	2.40415	0.0981748
0.469026	2.35795	0	6.95322e-310	0	2.40415	0.19635
0.697888	2.30063	0	6.95322e-310	0	2.40415	0.294524
0.920028	2.22114	0	6.95322e-310	0	2.40415	0.392699
1.13331	2.12027	0	6.95322e-310	0	2.40415	0.490874
1.33567	1.99898	0	6.95322e-310	0	2.40415	0.589049
1.52518	1.85843	0	6.95322e-310	0	2.40415	0.687223
1.69999	1.69999	0	6.95322e-310	0	2.40415	0.785398
1.85843	1.52518	0	6.95322e-310	0	2.40415	0.883573
1.99898	1.33567	0	6.95322e-310	0	2.40415	0.981748
2.12027	1.13331	0	6.95322e-310	0	2.40415	1.07992
2.22114	0.920028	0	6.95322e-310	0	2.40415	1.1781
2.30063	0.697888	0	6.95322e-310	0	2.40415	1.27627
2.35795	0.469026	0	6.95322e-310	0	2.40415	1.37445
2.39257	0.235648	0	6.95322e-310	0	2.40415	1.47262
2.40415	1.47212e-16	0	6.95322e-310	0	2.40415	1.5708

0	2.88997	0	6.95322e-310	0	2.88997	0
0.283266	2.87605	0	6.95322e-310	0	2.88997	0.0981748
0.563804	2.83444	0	6.95322e-310	0	2.88997	0.19635
0.838913	2.76552	0	6.95322e-310	0	2.88997	0.294524
1.10594	2.66998	0	6.95322e-310	0	2.88997	0.392699
1.36232	2.54872	0	6.95322e-310	0	2.88997	0.490874
1.60558	2.40292	0	6.95322e-310	0	2.88997	0.589049
1.83337	2.23397	0	6.95322e-310	0	2.88997	0.687223
2.04351	2.04351	0	6.95322e-310	0	2.88997	0.785398
2.23397	1.83337	0	6.95322e-310	0	2.88997	0.883573
2.40292	1.60558	0	6.95322e-310	0	2.88997	0.981748
2.54872	1.36232	0	6.95322e-310	0	2.88997	1.07992
2.66998	1.10594	0	6.95322e-310	0	2.88997	1.1781
2.76552	0.838913	0	6.95322e-310	0	2.88997	1.27627
