2 0 0
2.40415 0 0
2.88997 0 0
3.47395 0 0
4.17595 0 0
5.0198 0 0
6.03418 0 0
7.25353 0 0
8.71928 0 0
10.4812 0 0
12.5992 0 0
15.1452 0 0
18.2056 0 0
21.8845 0 0
26.3068 3.73539e-17 5.70613
31.6228 6.79141e-17 5.84066
38.0129 6.49908e-17 6.34238
45.6944 6.15189e-17 6.8968
54.928 5.85606e-17 7.50872
66.0276 5.62077e-17 8.18346
79.3701 5.46337e-17 8.92683
95.4087 5.40136e-17 9.74522
114.688 5.44694e-17 10.6457
137.864 5.60874e-17 11.6358
165.723 5.89916e-17 12.7242
199.211 6.33345e-17 13.9201
239.466 5.47767e-17 13.947
287.856 2.64512e-17 13.947
346.025 5.07352e-18 13.947
415.948 1.74651e-20 13.947
500 0 13.947
