1.000000e+00 0.000000e+00 0.000000e+00
-1.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 1.000000e+00 0.000000e+00
0.000000e+00 -1.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 1.000000e+00
0.000000e+00 0.000000e+00 -1.000000e+00
2.072528e-01 8.836027e-01 4.198721e-01
2.072528e-01 8.836027e-01 -4.198721e-01
2.072528e-01 -8.836027e-01 4.198721e-01
2.072528e-01 -8.836027e-01 -4.198721e-01
-2.072528e-01 8.836027e-01 4.198721e-01
-2.072528e-01 8.836027e-01 -4.198721e-01
-2.072528e-01 -8.836027e-01 4.198721e-01
-2.072528e-01 -8.836027e-01 -4.198721e-01
1.941627e-01 5.604338e-01 8.051179e-01
1.941627e-01 5.604338e-01 -8.051179e-01
1.941627e-01 -5.604338e-01 8.051179e-01
1.941627e-01 -5.604338e-01 -8.051179e-01
-1.941627e-01 5.604338e-01 8.051179e-01
-1.941627e-01 5.604338e-01 -8.051179e-01
-1.941627e-01 -5.604338e-01 8.051179e-01
-1.941627e-01 -5.604338e-01 -8.051179e-01
5.604327e-01 8.051183e-01 1.941640e-01
5.604327e-01 8.051183e-01 -1.941640e-01
5.604327e-01 -8.051183e-01 1.941640e-01
5.604327e-01 -8.051183e-01 -1.941640e-01
-5.604327e-01 8.051183e-01 1.941640e-01
-5.604327e-01 8.051183e-01 -1.941640e-01
-5.604327e-01 -8.051183e-01 1.941640e-01
-5.604327e-01 -8.051183e-01 -1.941640e-01
4.198772e-01 2.072510e-01 8.836007e-01
4.198772e-01 2.072510e-01 -8.836007e-01
4.198772e-01 -2.072510e-01 8.836007e-01
4.198772e-01 -2.072510e-01 -8.836007e-01
-4.198772e-01 2.072510e-01 8.836007e-01
-4.198772e-01 2.072510e-01 -8.836007e-01
-4.198772e-01 -2.072510e-01 8.836007e-01
-4.198772e-01 -2.072510e-01 -8.836007e-01
8.051213e-01 1.941633e-01 5.604287e-01
8.051213e-01 1.941633e-01 -5.604287e-01
8.051213e-01 -1.941633e-01 5.604287e-01
8.051213e-01 -1.941633e-01 -5.604287e-01
-8.051213e-01 1.941633e-01 5.604287e-01
-8.051213e-01 1.941633e-01 -5.604287e-01
-8.051213e-01 -1.941633e-01 5.604287e-01
-8.051213e-01 -1.941633e-01 -5.604287e-01
8.835988e-01 4.198814e-01 2.072504e-01
8.835988e-01 4.198814e-01 -2.072504e-01
8.835988e-01 -4.198814e-01 2.072504e-01
8.835988e-01 -4.198814e-01 -2.072504e-01
-8.835988e-01 4.198814e-01 2.072504e-01
-8.835988e-01 4.198814e-01 -2.072504e-01
-8.835988e-01 -4.198814e-01 2.072504e-01
-8.835988e-01 -4.198814e-01 -2.072504e-01
5.773489e-01 5.773484e-01 5.773535e-01
5.773489e-01 5.773484e-01 -5.773535e-01
5.773489e-01 -5.773484e-01 5.773535e-01
5.773489e-01 -5.773484e-01 -5.773535e-01
-5.773489e-01 5.773484e-01 5.773535e-01
-5.773489e-01 5.773484e-01 -5.773535e-01
-5.773489e-01 -5.773484e-01 5.773535e-01
-5.773489e-01 -5.773484e-01 -5.773535e-01
