1.297937e-01 -1.564477e-01 9.791209e-01
-1.297937e-01 -1.564477e-01 9.791209e-01
-2.032646e-01 1.030939e-01 9.736812e-01
-8.016780e-11 2.442199e-01 9.697199e-01
2.032645e-01 1.030939e-01 9.736813e-01
4.275134e-01 4.110620e-01 8.051462e-01
4.119658e-01 1.803515e-01 8.931727e-01
2.208781e-09 4.774316e-01 8.786689e-01
2.185787e-01 5.664697e-01 7.945662e-01
-2.185787e-01 5.664697e-01 7.945662e-01
-4.119658e-01 1.803516e-01 8.931727e-01
-4.275134e-01 4.110620e-01 8.051461e-01
-6.138409e-01 4.399117e-01 6.554975e-01
-5.860259e-01 -2.125849e-04 8.102923e-01
-7.834368e-01 2.548136e-01 5.668305e-01
-5.163110e-01 -2.232913e-01 8.267793e-01
2.050415e-01 -5.309396e-01 8.222294e-01
-1.600693e-08 -6.338202e-01 7.734804e-01
-2.050415e-01 -5.309395e-01 8.222294e-01
5.860259e-01 -2.127070e-04 8.102923e-01
5.163110e-01 -2.232915e-01 8.267792e-01
-2.185787e-01 7.462799e-01 6.287207e-01
1.597210e-08 8.372912e-01 5.467572e-01
2.185787e-01 7.462799e-01 6.287207e-01
-6.138409e-01 6.178738e-01 4.913565e-01
-4.275133e-01 7.693621e-01 4.746729e-01
-8.862227e-01 3.140836e-01 3.405302e-01
-7.834368e-01 5.444275e-01 2.997090e-01
-6.097008e-01 -3.966561e-01 6.862426e-01
-7.814730e-01 -3.605865e-01 5.091929e-01
-8.706884e-01 -1.421800e-01 4.708360e-01
-4.289916e-01 -7.313166e-01 5.302285e-01
-3.618895e-08 -8.220894e-01 5.693584e-01
-2.050416e-01 -8.623802e-01 4.628805e-01
4.289915e-01 -5.874953e-01 6.861600e-01
2.050415e-01 -8.623802e-01 4.628804e-01
6.097008e-01 -3.966562e-01 6.862425e-01
8.706884e-01 -1.421800e-01 4.708360e-01
7.814729e-01 -3.605866e-01 5.091928e-01
7.834368e-01 2.548135e-01 5.668305e-01
6.138409e-01 4.399116e-01 6.554976e-01
4.275134e-01 7.693620e-01 4.746730e-01
6.138410e-01 6.178737e-01 4.913566e-01
-5.860259e-01 8.076686e-01 6.515378e-02
-4.119657e-01 8.757130e-01 2.518154e-01
-9.706841e-01 1.629601e-01 1.766818e-01
-9.669603e-01 2.467272e-01 -6.413620e-02
-8.706884e-01 4.807711e-01 -1.037346e-01
-9.669603e-01 -8.383047e-02 2.407492e-01
-6.097008e-01 -7.160040e-01 3.400047e-01
-7.814730e-01 -5.366216e-01 3.183352e-01
-5.163110e-01 -8.420975e-01 1.558679e-01
-1.297936e-01 -9.885504e-01 7.695284e-02
1.297937e-01 -9.885504e-01 7.695280e-02
6.097008e-01 -7.160041e-01 3.400046e-01
5.163110e-01 -8.420975e-01 1.558679e-01
7.814729e-01 -5.366217e-01 3.183351e-01
9.669603e-01 -8.383052e-02 2.407492e-01
9.669603e-01 -2.467272e-01 6.413617e-02
8.706884e-01 -4.807711e-01 1.037345e-01
8.862227e-01 3.140835e-01 3.405303e-01
9.706841e-01 1.629601e-01 1.766818e-01
7.834368e-01 5.444274e-01 2.997090e-01
4.119658e-01 8.757129e-01 2.518155e-01
5.860260e-01 8.076686e-01 6.515387e-02
2.929734e-08 9.468584e-01 3.216506e-01
2.032646e-01 9.621914e-01 1.813042e-01
-2.032645e-01 9.621914e-01 1.813041e-01
-9.706841e-01 -1.629601e-01 -1.766818e-01
-9.669603e-01 8.383047e-02 -2.407492e-01
-9.669603e-01 -2.467272e-01 6.413620e-02
-8.706884e-01 -4.807711e-01 1.037346e-01
-5.860259e-01 -8.076686e-01 -6.515378e-02
-7.834368e-01 -5.444275e-01 -2.997090e-01
-2.032645e-01 -9.621914e-01 -1.813041e-01
-4.119657e-01 -8.757130e-01 -2.518154e-01
2.032646e-01 -9.621914e-01 -1.813042e-01
2.929733e-08 -9.468584e-01 -3.216506e-01
5.860260e-01 -8.076686e-01 -6.515387e-02
4.119658e-01 -8.757129e-01 -2.518155e-01
7.834368e-01 -5.444274e-01 -2.997090e-01
9.706841e-01 -1.629601e-01 -1.766818e-01
