#NX 1            10           11           104          105          1001         1101         1002         1102
64  2.129164e-08 2.207398e-08 4.954292e-08 1.752793e-08 1.022547e-08 2.024885e-08 4.005363e-08 9.101777e-09 1.222039e-08 
128 6.184418e-09 6.361082e-09 1.439604e-08 4.756596e-09 4.996075e-09 5.697806e-09 1.153732e-08 4.250462e-09 3.354835e-09
256 1.677641e-09 1.729221e-09 4.077180e-09 1.279202e-09 2.468674e-09 1.556590e-09 3.073587e-09 2.066219e-09 1.020579e-09
512 4.481782e-10 4.674971e-10 1.127827e-09 3.373897e-10 1.231228e-09 3.985919e-10 8.775318e-10 1.020879e-09 3.538472e-10
